pop,month,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
TAK,Dec,7.40673,5.940545,6.061275,5.747735,5.707075,6.52089,7.586895,2.997101,6.83187,6.9242,6.66331,6.378045,6.82781,5.753495,4.460845,5.68382,4.61681,8.241395,7.184665,4.78968,7.268245
KAN,Jan,3.41618,3.470485,4.743685,1.695976,3.60102,2.717946,3.218767,3.3764465,1.756675,4.73665,3.2181085,3.6469365,3.569972,0.96233,2.375975,2.373865305,3.115417,3.168657,4.205305,3.774631,2.299415
KAN,Feb,4.761505,3.1264375,2.2068895,3.560995,4.550125,3.766917,4.603096,2.569736,3.318787,5.744725,1.9941835,4.978725,4.18124,3.788093,1.773542,2.3390865,3.2228745,4.069045,4.43728,3.8926085,2.358128
KAN,Mar,7.6979,7.458505,5.890635,6.596795,8.72422,6.090225,7.300955,6.24176,6.211285,6.67486,7.98704,6.856985,6.484855,5.19095,6.36575,7.828015,7.005865,7.208915,7.80265,6.73664,8.402765
KAN,Apr,14.33515,12.003245,11.738375,12.43119,14.16707,12.40929,13.05854,12.99434,10.76889,11.576265,12.57794,12.297695,10.208065,10.799455,12.25136,11.061825,11.82542,12.903895,13.63335,12.901625,13.752395
KAN,May,18.58085,17.09325,17.8459,18.5561,16.7115,17.46175,18.15775,15.99045,16.88125,17.19935,17.30775,17.585,16.114,16.74685,16.73425,16.8799,17.75335,19.1575,18.62025,18.5205,17.9721
KAN,Jun,20.7694,20.77455,21.4066,21.2893,21.15345,21.64315,22.0445,22.6517,21.29795,21.3567,20.4905,21.62905,21.7227,22.4763,20.9094,22.4294,22.56095,21.5213,22.0359,19.7782,21.9722
KAN,Jul,25.3861,24.98355,26.9536,27.1738,26.5061,22.80245,26.99255,25.243,24.24805,23.30755,26.90475,24.6235,26.51735,26.9765,26.64245,27.07995,25.8912,25.85305,26.1525,26.9304,27.9671
KAN,Aug,26.0418,27.78305,28.4028,27.1311,27.4295,25.8587,27.0789,27.43625,28.12405,27.9543,26.39645,25.4254,29.2219,27.23045,28.565,28.1049,26.60885,26.8878,27.5756,27.11955,28.25815
KAN,Sep,23.5743,24.8855,23.6911,21.9654,22.98085,23.2632,24.01375,24.28555,22.262,24.97585,22.8113,22.02625,24.48335,23.50935,25.2613,22.9384,22.3669,21.64275,23.63205,22.30225,22.51205
KAN,Oct,18.921,17.476,17.1161,17.32085,17.1108,16.0298,17.0877,18.10075,18.07965,17.3654,17.85745,17.19635,17.8697,17.1614,17.9262,18.8139,16.98135,16.6631,17.9018,16.91065,17.5631
KAN,Nov,11.70355,11.860915,11.63925,11.09309,8.328285,13.2183,13.66255,11.371705,12.245545,10.934225,11.056515,11.96823,10.932105,12.906875,10.07131,10.72571,11.9599,13.13,11.218195,10.355505,12.753885
KAN,Dec,7.307695,6.07996,6.1616,5.5394,5.47975,6.76377,7.806565,2.6674125,6.79531,7.14977,7.17269,5.97229,6.50749,4.90421,3.938475,5.57757,3.82949,7.509445,7.20627,5.103455,6.85228
NIG,Jan,1.043135,1.7742085,3.290033,0.19776,2.590752,1.012795,1.7778375,1.57214,0.4835,3.517091,1.7747125,2.4605565,1.9612755,-0.04893,0.319095,0.46438,1.142735,1.720365,1.9818285,2.0046105,0.69021
NIG,Feb,2.611134,1.419195,1.226865,0.996375,3.1756555,2.470667,3.1153965,0.90511,2.3229295,4.005036,0.92476,3.1489358,1.885154,2.36626,-0.25147,0.287225,1.370215,2.580049,2.7735545,2.2887205,0.295135
NIG,Mar,6.143275,5.91947,4.4431655,5.00644,7.21599,4.7948465,5.59837,4.0800655,4.82945,5.336325,6.80409,5.55168,4.888105,3.5617775,4.428075,5.28086,5.21083,6.06683,6.339035,5.29439,6.759085
NIG,Apr,13.600745,11.60829,10.784585,11.733615,13.554245,11.451965,11.7776,11.20274,9.70849,10.28749,12.140985,11.433485,9.06813,9.875425,10.942295,9.74851,10.510575,11.96898,12.35374,11.292745,12.733395
NIG,May,18.02735,16.4698,17.3345,18.35635,16.1592,17.3154,17.59935,15.32895,16.6238,16.80135,16.8604,17.57195,15.772,16.2029,16.3477,16.2219,17.1165,18.57695,18.25825,17.64975,16.95955
NIG,Jun,20.2618,20.7826,20.8536,20.90615,20.7095,21.46,21.5713,22.45775,21.0218,21.26465,20.4091,21.3555,21.57225,21.3797,20.57655,22.07915,22.1138,21.3204,21.44005,19.3231,21.29815
NIG,Jul,25.19235,24.84995,25.8833,26.53885,25.7658,22.03985,25.9443,24.3258,23.24725,22.7247,25.3321,23.97695,26.2323,26.4722,25.3141,24.97385,24.7287,25.18515,24.64715,25.7753,27.4292
NIG,Aug,24.76225,27.8178,27.90185,26.5404,26.7898,24.8254,25.5743,26.8157,27.36525,26.50125,25.4071,24.66835,28.7466,26.6856,27.60175,26.45815,25.91745,25.5629,26.67805,25.8268,26.52765
NIG,Sep,23.01515,23.52915,23.19095,22.33555,21.727,21.96955,23.0923,22.9026,21.41185,24.39335,22.06385,20.92315,22.97455,23.1964,24.69885,22.3549,20.9966,20.7508,23.03425,21.1049,21.33105
NIG,Oct,17.31955,16.1746,15.64175,16.03915,15.65865,14.95965,15.6027,16.69255,16.46845,15.84405,16.53365,15.92365,16.7031,15.9185,16.40675,17.57315,15.34835,14.94205,15.6777,15.50505,16.4805
NIG,Nov,9.49797,10.17128,9.65961,9.39854,6.45102,11.09827,12.213335,9.42755,10.42172,9.34301,9.319715,10.56344,9.697365,10.80597,8.84757,8.90904,10.086,11.2202,8.98969,8.321865,10.98821
NIG,Dec,5.125195,4.107855,4.13123,3.57895,3.156683,5.6293,5.67344,1.4631175,5.137155,5.046895,5.59366,4.66719,5.42717,3.26947,2.681315,4.06397,2.362093,5.963115,5.364605,2.9456895,4.83606
SEN,Jan,-0.514055,0.84731,2.55871,-1.17573,1.87584,0.337265,0.564785,0.475645,-0.579945,2.6271125,0.33717,1.65959,1.64427,-0.65854,-0.779725,-0.574575,0.810275,1.266015,1.439955,1.36759,0.136775
SEN,Feb,1.390085,1.202505,0.778595,-0.04906,2.42026,1.462065,1.870065,-0.129045,1.11607,2.78998,0.27211,2.016745,1.06158,1.879105,-0.881745,-0.213275,0.27052,1.819,2.34675,2.13234,0.29343
SEN,Mar,5.43518,4.573659,3.7136995,4.069922,6.712635,3.7876395,4.6966465,3.192961,4.20931485,4.52397,5.72831,4.6268655,3.78194605,2.754175,3.6481455,4.9175085,4.585565,5.893625,6.19963,4.432863,6.471345
SEN,Apr,11.954265,10.63059,9.42501,11.26772,12.01364,10.91217,10.8103,10.50408,8.70977,9.207395,10.718955,11.065455,7.793925,9.37692,9.52687,9.553005,10.33073,11.66314,11.50953,11.06946,12.10395
SEN,May,16.61765,15.9066,16.23355,15.68885,14.6816,15.22915,15.8709,13.69527,15.52815,15.584,15.07325,16.6865,14.7865,15.57485,15.774,15.09695,16.55855,18.15505,17.2153,16.92015,16.8618
